TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0000338	"protein deneddylation"	NaN	1.0413926851582251	0.04827652795210968	0.9419149504694394	0.08789671	null
GO:0001952	"regulation of cell-matrix adhesion"	NaN	2.0644579892269186	0.5551800714492614	0.9646650287295943	0.04157856	null
GO:1990089	"response to nerve growth factor"	1990089	NaN	1.792391689498254	0.29448682050786906	0.9841302050297096	0.61359921	70848
GO:1990090	"cellular response to nerve growth factor stimulus"	1990090	NaN	1.7781512503836436	0.2848315149174471	0.9832931489712533	0.51685981	70848
GO:0071692	"protein localization to extracellular region"	NaN	2.1492191126553797	0.6758713913295356	0.901273403886205	0.41501703	null
GO:0071840	"cellular component organization or biogenesis"	NaN	3.7691556907143986	28.36728782465965	0.9813166096282548	0.02988455	null
GO:0071880	"adenylate cyclase-activating adrenergic receptor signaling pathway"	NaN	1.414973347970818	0.1206913198802742	0.9475891341372803	0.13218788	null
GO:0072521	"purine-containing compound metabolic process"	NaN	2.693726948923647	2.3800328280390075	0.8852002028915348	0.34542265	null
GO:0072522	"purine-containing compound biosynthetic process"	NaN	2.3404441148401185	1.052428309355991	0.8650151123365518	0.42067405	null
GO:0006098	"pentose-phosphate shunt"	6098	NaN	1.1760912590556813	0.06758713913295356	0.8483088605747289	0.6156941	72522
GO:0006164	"purine nucleotide biosynthetic process"	6164	NaN	2.326335860928751	1.0186347397895144	0.8177374808292661	0.96628078	72522
GO:0006740	"NADPH regeneration"	6740	NaN	1.255272505103306	0.08207009751858646	0.8483081241074304	0.8695939	72522
GO:0006754	"ATP biosynthetic process"	6754	NaN	1.9030899869919435	0.3813845708216665	0.8274210137960067	0.95028791	72522
GO:0009052	"pentose-phosphate shunt, non-oxidative branch"	9052	NaN	0.7781512503836436	0.02413826397605484	0.8581012903710408	0.90852725	72522
GO:0009142	"nucleoside triphosphate biosynthetic process"	9142	NaN	2.012837224705172	0.4924205851115188	0.8323889494259725	0.7610796	72522
GO:0009144	"purine nucleoside triphosphate metabolic process"	9144	NaN	2.290034611362518	0.936564642270928	0.8300141731055771	0.9730463	72522
GO:0009145	"purine nucleoside triphosphate biosynthetic process"	9145	NaN	1.9637878273455553	0.4393164043641981	0.8327888749608261	0.96162812	72522
GO:0009152	"purine ribonucleotide biosynthetic process"	9152	NaN	2.2600713879850747	0.8738051559331853	0.8172449501331971	0.86481177	72522
GO:0009165	"nucleotide biosynthetic process"	9165	NaN	2.404833716619938	1.221396157188375	0.8196776850097256	0.96693031	72522
GO:0009199	"ribonucleoside triphosphate metabolic process"	9199	NaN	2.285557309007774	0.9269093366805059	0.8301866938401022	0.95464487	72522
GO:0009201	"ribonucleoside triphosphate biosynthetic process"	9201	NaN	1.9822712330395684	0.458627015545042	0.8321192689760043	0.9780308	72522
GO:0009205	"purine ribonucleoside triphosphate metabolic process"	9205	NaN	2.271841606536499	0.8979434199092402	0.8304355764724025	0.96984183	72522
GO:0009206	"purine ribonucleoside triphosphate biosynthetic process"	9206	NaN	1.9590413923210936	0.43448875156898714	0.8327939175388601	0.98181746	72522
GO:0009260	"ribonucleotide biosynthetic process"	9260	NaN	2.294466226161593	0.9462199478613499	0.8205904263976527	0.97550862	72522
GO:0015986	"proton motive force-driven ATP synthesis"	15986	NaN	1.8388490907372552	0.32828039007434584	0.8296621538194303	0.96094194	72522
GO:0032261	"purine nucleotide salvage"	32261	NaN	1.3010299956639813	0.0917254031090084	0.8516156413727667	0.63197558	72522
GO:0033866	"nucleoside bisphosphate biosynthetic process"	33866	NaN	1.6334684555795864	0.20276141739886067	0.8468168188812075	0.83435293	72522
GO:0034030	"ribonucleoside bisphosphate biosynthetic process"	34030	NaN	1.6334684555795864	0.20276141739886067	0.8465126705147923	0.65892456	72522
GO:0034033	"purine nucleoside bisphosphate biosynthetic process"	34033	NaN	1.6334684555795864	0.20276141739886067	0.8422155579181558	0.99797239	72522
GO:0042776	"proton motive force-driven mitochondrial ATP synthesis"	42776	NaN	1.792391689498254	0.29448682050786906	0.8154805469185372	0.8736672	72522
GO:0043101	"purine-containing compound salvage"	43101	NaN	1.3617278360175928	0.10620836149464132	0.8858377400837344	0.9049773	72522
GO:0043173	"nucleotide salvage"	43173	NaN	1.4313637641589874	0.12551897267548517	0.8517873283871483	0.92595994	72522
GO:0046034	"ATP metabolic process"	46034	NaN	2.2121876044039577	0.7820797528241769	0.8241814771111683	0.89523902	72522
GO:0046039	"GTP metabolic process"	46039	NaN	1.4471580313422192	0.13034662547069614	0.850007481249277	0.65180936	72522
GO:0080164	"regulation of nitric oxide metabolic process"	NaN	1.8976270912904414	0.3765569180264555	0.950938687697193	0.18857575	null
GO:0086036	"regulation of cardiac muscle cell membrane potential"	NaN	1	0.04344887515689872	0.947930202855667	0.02436488	null
GO:0001508	"action potential"	1508	NaN	2.041392685158225	0.5262141546779955	0.9359070787486842	0.66160864	86036
GO:0003254	"regulation of membrane depolarization"	3254	NaN	1.724275869600789	0.25103794535097035	0.9352010172266958	0.61576295	86036
GO:0045838	"positive regulation of membrane potential"	45838	NaN	1.3979400086720377	0.11586366708506324	0.9437877436594935	0.50030728	86036
GO:0051899	"membrane depolarization"	51899	NaN	1.806179973983887	0.304142126098291	0.939006867982327	0.57784451	86036
GO:0086001	"cardiac muscle cell action potential"	86001	NaN	1.5797835966168101	0.17862315342280582	0.9408150599911789	0.79502211	86036
GO:0086010	"membrane depolarization during action potential"	86010	NaN	1.380211241711606	0.11103601428985228	0.9429171769807715	0.53491636	86036
GO:0086012	"membrane depolarization during cardiac muscle cell action potential"	86012	NaN	1.0791812460476249	0.05310418074732066	0.9460930352077447	0.80562025	86036
GO:0098900	"regulation of action potential"	98900	NaN	1.8388490907372552	0.32828039007434584	0.9361505897759402	0.63010897	86036
GO:0090066	"regulation of anatomical structure size"	NaN	2.7708520116421442	2.8434874963792605	0.9334448895583901	0.45209313	null
GO:0090087	"regulation of peptide transport"	NaN	2.4409090820652177	1.3276045186830163	0.8951778650781823	0.4831342	null
GO:0002028	"regulation of sodium ion transport"	2028	NaN	1.8195439355418688	0.31379743168871294	0.9016777398632982	0.76682434	90087
GO:0010765	"positive regulation of sodium ion transport"	10765	NaN	1.5440680443502757	0.16414019503717292	0.8888496589776068	0.875135	90087
GO:0010959	"regulation of metal ion transport"	10959	NaN	2.5774917998372255	1.8200251037945352	0.8836594069083781	0.5458001	90087
GO:0034762	"regulation of transmembrane transport"	34762	NaN	2.615950051656401	1.9889929516269191	0.888042758166034	0.58675203	90087
GO:0034765	"regulation of monoatomic ion transmembrane transport"	34765	NaN	2.45178643552429	1.3613980882494932	0.880465264279618	0.90235763	90087
GO:0034766	"negative regulation of monoatomic ion transmembrane transport"	34766	NaN	1.8260748027008264	0.3186250844839239	0.8795087608873795	0.91921143	90087
GO:0043266	"regulation of potassium ion transport"	43266	NaN	1.954242509439325	0.4296610987737762	0.898811444634495	0.79230737	90087
GO:0043267	"negative regulation of potassium ion transport"	43267	NaN	1.5185139398778875	0.15448488944675098	0.8914569268357182	0.88349034	90087
GO:0043269	"regulation of monoatomic ion transport"	43269	NaN	2.6541765418779604	2.1724437578449356	0.8894182825804808	0.5801041	90087
GO:0051046	"regulation of secretion"	51046	NaN	2.873320601815399	3.6014289852273826	0.8827951201801352	0.65882553	90087
GO:0051049	"regulation of transport"	51049	NaN	3.2392994791268923	8.37114994689582	0.8776456026608703	0.7474703	90087
GO:0051050	"positive regulation of transport"	51050	NaN	2.9800033715837464	4.605580766631264	0.8586267894290225	0.71003895	90087
GO:0051051	"negative regulation of transport"	51051	NaN	2.658964842664435	2.1965820218209906	0.8751135327744148	0.61476947	90087
GO:0060341	"regulation of cellular localization"	60341	NaN	3.0211892990699383	5.0642077821763065	0.8825564068932482	0.62265565	90087
GO:0060627	"regulation of vesicle-mediated transport"	60627	NaN	2.7641761323903307	2.8000386212223614	0.8836382227183203	0.61385209	90087
GO:1901017	"negative regulation of potassium ion transmembrane transporter activity"	1901017	NaN	1.1139433523068367	0.05793183354253162	0.8575377279868325	0.897834	90087
GO:1901379	"regulation of potassium ion transmembrane transport"	1901379	NaN	1.7993405494535817	0.29931447330308003	0.8938015617597285	0.76313361	90087
GO:1901380	"negative regulation of potassium ion transmembrane transport"	1901380	NaN	1.3222192947339193	0.09655305590421936	0.8895821422635556	0.89631172	90087
GO:1902305	"regulation of sodium ion transmembrane transport"	1902305	NaN	1.414973347970818	0.1206913198802742	0.9025369028211326	0.69851287	90087
GO:1904062	"regulation of monoatomic cation transmembrane transport"	1904062	NaN	2.403120521175818	1.216568504393164	0.8807253820298984	0.89029704	90087
GO:1904063	"negative regulation of cation transmembrane transport"	1904063	NaN	1.7853298350107671	0.2896591677126581	0.8801434796016672	0.76059334	90087
GO:0090130	"tissue migration"	NaN	2.089905111439398	0.5889736410157381	0.9828301649507989	0	null
GO:0097120	"receptor localization to synapse"	NaN	1.8129133566428555	0.30896977889350197	0.9311146657176315	0.22983897	null
GO:0097250	"mitochondrial respirasome assembly"	NaN	1	0.04344887515689872	0.9357076433524563	0.40176327	null
GO:0097435	"supramolecular fiber organization"	NaN	2.7745169657285498	2.867625760355315	0.9374059402394417	0.26052809	null
GO:0097734	"extracellular exosome biogenesis"	NaN	0.9542425094393249	0.038621222361687746	0.949962408808862	0.1055304	null
GO:1990182	"exosomal secretion"	1990182	NaN	0.7781512503836436	0.02413826397605484	0.861465877847726	0.94294235	97734
GO:0098657	"import into cell"	NaN	2.859138297294531	3.485565318142319	0.9057509934670464	0.41303295	null
GO:0098760	"response to interleukin-7"	NaN	1.2787536009528289	0.08689775031379744	0.984516491215799	0.42288273	null
GO:0098761	"cellular response to interleukin-7"	NaN	1.255272505103306	0.08207009751858646	0.9723483537855896	0.3333907	null
GO:0098907	"regulation of SA node cell action potential"	NaN	0.47712125471966244	0.009655305590421936	0.9417608370822949	0.42711986	null
GO:0099003	"vesicle-mediated transport in synapse"	NaN	2.2624510897304293	0.8786328087283962	0.8947618181893306	0.37466133	null
GO:0006897	"endocytosis"	6897	NaN	2.7331972651065692	2.606932509413923	0.8800875764631159	0.65516393	99003
GO:0006898	"receptor-mediated endocytosis"	6898	NaN	2.2121876044039577	0.7820797528241769	0.8938161284212888	0.76242857	99003
GO:0008333	"endosome to lysosome transport"	8333	NaN	1.8864907251724818	0.3669016124360336	0.8906475233785658	0.50643579	99003
GO:0031623	"receptor internalization"	31623	NaN	1.8808135922807914	0.3620739596408226	0.9008602134538397	0.69907641	99003
GO:0048193	"Golgi vesicle transport"	48193	NaN	2.429752280002408	1.2938109491165395	0.8905426230463532	0.57670973	99003
GO:0099590	"neurotransmitter receptor internalization"	99590	NaN	1.2787536009528289	0.08689775031379744	0.9085426610662971	0.75979598	99003
GO:0099072	"regulation of postsynaptic membrane neurotransmitter receptor levels"	NaN	1.9590413923210936	0.43448875156898714	0.9452491664791028	0.24964805	null
GO:0099111	"microtubule-based transport"	NaN	2.346352974450639	1.0669112677416241	0.9174182605979694	0.30779748	null
GO:0099177	"regulation of trans-synaptic signaling"	NaN	2.7774268223893115	2.886936371536159	0.9385492117533875	0.42419547	null
GO:0099509	"regulation of presynaptic cytosolic calcium ion concentration"	NaN	1.4771212547196624	0.14000193106111808	0.9790091707105577	0.48544514	null
GO:0099563	"modification of synaptic structure"	NaN	1.3617278360175928	0.10620836149464132	0.9346626568133104	0.15287582	null
GO:0001941	"postsynaptic membrane organization"	1941	NaN	1.5185139398778875	0.15448488944675098	0.9217384177646305	0.63053418	99563
GO:0007043	"cell-cell junction assembly"	7043	NaN	2.1583624920952498	0.6903543497151685	0.9137816324649337	0.84285468	99563
GO:0007044	"cell-substrate junction assembly"	7044	NaN	1.6127838567197355	0.19310611180843873	0.9234873562765992	0.52515752	99563
GO:0007416	"synapse assembly"	7416	NaN	2.060697840353612	0.5503524186540504	0.8718807422897061	0.76858598	99563
GO:0007528	"neuromuscular junction development"	7528	NaN	1.7323937598229686	0.2558655981461813	0.929721701799063	0.62558426	99563
GO:0034329	"cell junction assembly"	34329	NaN	2.4742162640762553	1.4338128801776575	0.9100189251158526	0.83465992	99563
GO:0034331	"cell junction maintenance"	34331	NaN	1.8388490907372552	0.32828039007434584	0.9269362749381556	0.59482246	99563
GO:0034332	"adherens junction organization"	34332	NaN	1.7853298350107671	0.2896591677126581	0.9294395275874732	0.57102791	99563
GO:0034334	"adherens junction maintenance"	34334	NaN	0.9542425094393249	0.038621222361687746	0.9372325563423758	0.80797467	99563
GO:0045216	"cell-cell junction organization"	45216	NaN	2.3180633349627615	0.9993241286086705	0.9224144995982033	0.7157276	99563
GO:0045217	"cell-cell junction maintenance"	45217	NaN	1.3424226808222062	0.10138070869943033	0.9324651608643213	0.86979618	99563
GO:0048041	"focal adhesion assembly"	48041	NaN	1.4771212547196624	0.14000193106111808	0.9221470220953204	0.96534501	99563
GO:0048790	"maintenance of presynaptic active zone structure"	48790	NaN	1	0.04344887515689872	0.9361579647795815	0.81504472	99563
GO:0050808	"synapse organization"	50808	NaN	2.582063362911709	1.8393357149753788	0.9174684873131733	0.79962889	99563
GO:0097061	"dendritic spine organization"	97061	NaN	1.6127838567197355	0.19310611180843873	0.9177811120546184	0.79689612	99563
GO:0097106	"postsynaptic density organization"	97106	NaN	1.6232492903979006	0.19793376460364973	0.920527363993517	0.78289197	99563
GO:0098880	"maintenance of postsynaptic specialization structure"	98880	NaN	1.380211241711606	0.11103601428985228	0.9211758357155628	0.93254116	99563
GO:0099054	"presynapse assembly"	99054	NaN	1.3424226808222062	0.10138070869943033	0.8896197635453611	0.63664889	99563
GO:0099084	"postsynaptic specialization organization"	99084	NaN	1.6812412373755872	0.2268996813749155	0.9199432436955096	0.80733303	99563
GO:0099172	"presynapse organization"	99172	NaN	1.4771212547196624	0.14000193106111808	0.9331873561438797	0.58459363	99563
GO:0099173	"postsynapse organization"	99173	NaN	2.146128035678238	0.6710437385343246	0.923359025619458	0.71493619	99563
GO:0099558	"maintenance of synapse structure"	99558	NaN	1.662757831681574	0.21724437578449357	0.9276848515150693	0.92573313	99563
GO:0150115	"cell-substrate junction organization"	150115	NaN	1.6334684555795864	0.20276141739886067	0.9329112694481817	0.55243184	99563
GO:0106027	"neuron projection organization"	NaN	1.7323937598229686	0.2558655981461813	0.9383287108223733	0.41575627	null
GO:0022607	"cellular component assembly"	22607	NaN	3.3727279408855955	11.383605291107465	0.9119733477021635	0.67046501	106027
GO:0030031	"cell projection assembly"	30031	NaN	2.662757831681574	2.2158926330018347	0.9127582228599935	0.67504178	106027
GO:0046847	"filopodium assembly"	46847	NaN	1.4313637641589874	0.12551897267548517	0.9327765653105853	0.70797797	106027
GO:0065003	"protein-containing complex assembly"	65003	NaN	3.060320028688285	5.542145408902192	0.9161441140013944	0.71323403	106027
GO:0070925	"organelle assembly"	70925	NaN	2.920123326290724	4.011779472820315	0.9112991665538306	0.54560679	106027
GO:0097178	"ruffle assembly"	97178	NaN	1.1760912590556813	0.06758713913295356	0.9360637382343834	0.66864425	106027
GO:0120031	"plasma membrane bounded cell projection assembly"	120031	NaN	2.6483600109809315	2.14347784107367	0.9119641429226284	0.53600921	106027
GO:0106106	"cold-induced thermogenesis"	NaN	0.6020599913279624	0.014482958385632905	0.9401248643928491	0.39525008	null
GO:0120161	"regulation of cold-induced thermogenesis"	NaN	2.1818435879447726	0.7289755720768563	0.9359780833647053	0.37875868	null
GO:0140112	"extracellular vesicle biogenesis"	NaN	1.0413926851582251	0.04827652795210968	0.9505432531818011	0.23317623	null
GO:0140212	"regulation of long-chain fatty acid import into cell"	NaN	0.9542425094393249	0.038621222361687746	0.9216012876010591	0.34321579	null
GO:0010746	"regulation of long-chain fatty acid import across plasma membrane"	10746	NaN	0.8450980400142568	0.02896591677126581	0.9146430323617194	0.79270641	140212
GO:2000192	"negative regulation of fatty acid transport"	2000192	NaN	0.9030899869919435	0.03379356956647678	0.9087722024885893	0.80041509	140212
GO:0140352	"export from cell"	NaN	2.6989700043360187	2.4089987448102734	0.8999628504530598	0.39221028	null
GO:0150116	"regulation of cell-substrate junction organization"	NaN	1.806179973983887	0.304142126098291	0.9288715994386327	0.03880784	null
GO:0150117	"positive regulation of cell-substrate junction organization"	NaN	1.5185139398778875	0.15448488944675098	0.9131039872168619	0.34679754	null
GO:1900542	"regulation of purine nucleotide metabolic process"	NaN	1.954242509439325	0.4296610987737762	0.9280386112827497	0.19173079	null
GO:0001932	"regulation of protein phosphorylation"	1932	NaN	2.8959747323590648	3.7945350970358214	0.896572591809523	0.7720742	1900542
GO:0010562	"positive regulation of phosphorus metabolic process"	10562	NaN	2.808210972924222	3.099353094525442	0.8938659879470013	0.85849514	1900542
GO:0010563	"negative regulation of phosphorus metabolic process"	10563	NaN	2.4785664955938436	1.4482958385632905	0.9069508543775104	0.68374844	1900542
GO:0019220	"regulation of phosphate metabolic process"	19220	NaN	2.9951962915971793	4.769720961668437	0.9130560538621492	0.92721107	1900542
GO:0031401	"positive regulation of protein modification process"	31401	NaN	2.8506462351830666	3.4179781790093657	0.8933281091096618	0.84791399	1900542
GO:0033673	"negative regulation of kinase activity"	33673	NaN	1.8920946026904804	0.3717292652312446	0.8748290058578532	0.84916476	1900542
GO:0042325	"regulation of phosphorylation"	42325	NaN	2.9258275746247424	4.064883653567635	0.9147681463423908	0.89514036	1900542
GO:0042327	"positive regulation of phosphorylation"	42327	NaN	2.7489628612561616	2.703485565318142	0.8934039659075933	0.89290612	1900542
GO:0045936	"negative regulation of phosphate metabolic process"	45936	NaN	2.4785664955938436	1.4482958385632905	0.906433936927813	0.59841647	1900542
GO:0045937	"positive regulation of phosphate metabolic process"	45937	NaN	2.808210972924222	3.099353094525442	0.8922984209961708	0.95031577	1900542
GO:0045981	"positive regulation of nucleotide metabolic process"	45981	NaN	1.6020599913279623	0.18827845901322776	0.914798074577147	0.92369398	1900542
GO:0051348	"negative regulation of transferase activity"	51348	NaN	1.9344984512435677	0.4103504875929323	0.9167598903297075	0.87734456	1900542
GO:0062013	"positive regulation of small molecule metabolic process"	62013	NaN	2.2329961103921536	0.8207009751858646	0.9257369502071465	0.77907219	1900542
GO:1900544	"positive regulation of purine nucleotide metabolic process"	1900544	NaN	1.6020599913279623	0.18827845901322776	0.914798074577147	0.92369398	1900542
GO:1900825	"regulation of membrane depolarization during cardiac muscle cell action potential"	NaN	0.7781512503836436	0.02413826397605484	0.9456046929421741	0.45147298	null
GO:0098902	"regulation of membrane depolarization during action potential"	98902	NaN	0.8450980400142568	0.02896591677126581	0.9448875017660655	0.72497151	1900825
GO:1901135	"carbohydrate derivative metabolic process"	NaN	2.993876914941211	4.755238003282804	0.9321480525239391	0.20722266	null
GO:1901222	"regulation of non-canonical NF-kappaB signal transduction"	NaN	1.9590413923210936	0.43448875156898714	0.9477679625030275	0.38663066	null
GO:0009966	"regulation of signal transduction"	9966	NaN	3.4658288153574364	14.10640146760645	0.9226176657419188	0.60604872	1901222
GO:0009967	"positive regulation of signal transduction"	9967	NaN	3.2024883170600935	7.690450902771073	0.8991100905827186	0.7962446	1901222
GO:0010647	"positive regulation of cell communication"	10647	NaN	3.2605483726369795	8.791155740079173	0.9024015556559783	0.68525232	1901222
GO:0023056	"positive regulation of signaling"	23056	NaN	3.2607866686549762	8.795983392874385	0.9077261737930385	0.68503632	1901222
GO:0048584	"positive regulation of response to stimulus"	48584	NaN	3.3602146132953523	11.060152553828328	0.9159645307950475	0.64210746	1901222
GO:1902531	"regulation of intracellular signal transduction"	1902531	NaN	3.2203696324513946	8.013903640050207	0.9275339464950811	0.67110127	1901222
GO:1902533	"positive regulation of intracellular signal transduction"	1902533	NaN	3.0115704435972783	4.953171767886453	0.9040712821553201	0.54991712	1901222
GO:1901564	"organonitrogen compound metabolic process"	NaN	3.6236627073562047	20.2906246982717	0.9063141984489832	0.4524548	null
GO:1901566	"organonitrogen compound biosynthetic process"	NaN	3.1085650237328344	6.1938785362556725	0.9018494347581162	0.45401833	null
GO:0019538	"protein metabolic process"	19538	NaN	3.4898179083014504	14.907791831611469	0.8963656722752598	0.54275433	1901566
GO:0044271	"cellular nitrogen compound biosynthetic process"	44271	NaN	3.167317334748176	7.091821956164912	0.8759845068660905	0.51088245	1901566
GO:1901657	"glycosyl compound metabolic process"	NaN	1.919078092376074	0.39586752920729945	0.9246444454794237	0.1461579	null
GO:0006163	"purine nucleotide metabolic process"	6163	NaN	2.667452952889954	2.2400308969778893	0.8133268423124534	0.93664551	1901657
GO:0006753	"nucleoside phosphate metabolic process"	6753	NaN	2.724275869600789	2.553828328666602	0.8184674745394361	0.80953521	1901657
GO:0008654	"phospholipid biosynthetic process"	8654	NaN	2.322219294733919	1.0089794341990925	0.8545879434049061	0.78407495	1901657
GO:0009116	"nucleoside metabolic process"	9116	NaN	1.7481880270062005	0.26552090373660325	0.8540128524592416	0.50616119	1901657
GO:0009117	"nucleotide metabolic process"	9117	NaN	2.718501688867274	2.5200347591001258	0.8163541346701988	0.95564563	1901657
GO:0009120	"deoxyribonucleoside metabolic process"	9120	NaN	1.1760912590556813	0.06758713913295356	0.8692909447535802	0.83290084	1901657
GO:0009123	"nucleoside monophosphate metabolic process"	9123	NaN	1.9242792860618816	0.4006951820025104	0.8470629760045801	0.61575971	1901657
GO:0009124	"nucleoside monophosphate biosynthetic process"	9124	NaN	1.6989700043360187	0.23655498696533747	0.8400056859950188	0.90282722	1901657
GO:0009125	"nucleoside monophosphate catabolic process"	9125	NaN	1.414973347970818	0.1206913198802742	0.8369598902816273	0.83539173	1901657
GO:0009126	"purine nucleoside monophosphate metabolic process"	9126	NaN	1.662757831681574	0.21724437578449357	0.8496008962507828	0.87444324	1901657
GO:0009127	"purine nucleoside monophosphate biosynthetic process"	9127	NaN	1.414973347970818	0.1206913198802742	0.8478664263929078	0.87720313	1901657
GO:0009128	"purine nucleoside monophosphate catabolic process"	9128	NaN	1.255272505103306	0.08207009751858646	0.8404618780120462	0.88514477	1901657
GO:0009141	"nucleoside triphosphate metabolic process"	9141	NaN	2.322219294733919	1.0089794341990925	0.8330599742647069	0.83536429	1901657
GO:0009150	"purine ribonucleotide metabolic process"	9150	NaN	2.583198773968623	1.84416336777059	0.8127560504831851	0.90112792	1901657
GO:0009159	"deoxyribonucleoside monophosphate catabolic process"	9159	NaN	1.3222192947339193	0.09655305590421936	0.8386683241569494	0.9555084	1901657
GO:0009162	"deoxyribonucleoside monophosphate metabolic process"	9162	NaN	1.5314789170422551	0.15931254224196195	0.8534601105262044	0.55791871	1901657
GO:0009170	"purine deoxyribonucleoside monophosphate metabolic process"	9170	NaN	1.2041199826559248	0.07241479192816452	0.8612912850833535	0.80418038	1901657
GO:0009259	"ribonucleotide metabolic process"	9259	NaN	2.606381365110605	1.9455440764700203	0.8168603737040706	0.96610477	1901657
GO:0009262	"deoxyribonucleotide metabolic process"	9262	NaN	1.6812412373755872	0.2268996813749155	0.8521333594549267	0.5743337	1901657
GO:0019693	"ribose phosphate metabolic process"	19693	NaN	2.6190933306267428	2.003475910012552	0.859102022742394	0.777389	1901657
GO:0042278	"purine nucleoside metabolic process"	42278	NaN	1.5563025007672873	0.1689678478323839	0.8562580962934102	0.89487513	1901657
GO:0046037	"GMP metabolic process"	46037	NaN	1.4471580313422192	0.13034662547069614	0.8474075354157032	0.91578959	1901657
GO:0046038	"GMP catabolic process"	46038	NaN	1	0.04344887515689872	0.8421961330311757	0.90411777	1901657
GO:0046055	"dGMP catabolic process"	46055	NaN	1.0413926851582251	0.04827652795210968	0.8398302211709557	0.92337548	1901657
GO:0046122	"purine deoxyribonucleoside metabolic process"	46122	NaN	0.9542425094393249	0.038621222361687746	0.8719780000862521	0.79910153	1901657
GO:0046390	"ribose phosphate biosynthetic process"	46390	NaN	2.307496037913213	0.9751858646326156	0.85633077652787	0.70899321	1901657
GO:0090407	"organophosphate biosynthetic process"	90407	NaN	2.7067177823367587	2.452447619967172	0.8558663354421763	0.78374462	1901657
GO:1901136	"carbohydrate derivative catabolic process"	1901136	NaN	2.3443922736851106	1.062083614946413	0.8876908619849594	0.71646632	1901657
GO:1901137	"carbohydrate derivative biosynthetic process"	1901137	NaN	2.7737864449811935	2.862798107560104	0.8957528332950127	0.63863806	1901657
GO:1901293	"nucleoside phosphate biosynthetic process"	1901293	NaN	2.406540180433955	1.226223809983586	0.8242029891480591	0.85555266	1901657
GO:1901698	"response to nitrogen compound"	NaN	3.0546130545568877	5.469730616974027	0.9800109722860681	0.36595698	null
GO:1901700	"response to oxygen-containing compound"	NaN	3.2268575702887237	8.134594959930482	0.9788450812979864	0.40648789	null
GO:1901880	"negative regulation of protein depolymerization"	NaN	1.8920946026904804	0.3717292652312446	0.904825229631431	0.48382001	null
GO:0007026	"negative regulation of microtubule depolymerization"	7026	NaN	1.5314789170422551	0.15931254224196195	0.8913322174172641	0.90745725	1901880
GO:0010639	"negative regulation of organelle organization"	10639	NaN	2.5440680443502757	1.684850825528628	0.8884505416200599	0.72561362	1901880
GO:0010977	"negative regulation of neuron projection development"	10977	NaN	2.230448921378274	0.8158733223906537	0.8994234853908587	0.62020646	1901880
GO:0030834	"regulation of actin filament depolymerization"	30834	NaN	1.7993405494535817	0.29931447330308003	0.8398117449804959	0.9306608	1901880
GO:0030835	"negative regulation of actin filament depolymerization"	30835	NaN	1.662757831681574	0.21724437578449357	0.8310184756424116	0.93145831	1901880
GO:0031114	"regulation of microtubule depolymerization"	31114	NaN	1.5797835966168101	0.17862315342280582	0.9034035731844018	0.89036504	1901880
GO:0043242	"negative regulation of protein-containing complex disassembly"	43242	NaN	1.9395192526186185	0.41517814038814327	0.9043886141980603	0.92033712	1901880
GO:1901879	"regulation of protein depolymerization"	1901879	NaN	2.0043213737826426	0.4827652795210968	0.9192453480700744	0.9110276	1901880
GO:1902074	"response to salt"	NaN	1.4471580313422192	0.13034662547069614	0.9868057973206135	0.08123517	null
GO:1902075	"cellular response to salt"	NaN	0.9542425094393249	0.038621222361687746	0.9756930056706805	0.1517824	null
GO:1902255	"positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator"	NaN	0.8450980400142568	0.02896591677126581	0.9354142536391022	0.40849905	null
GO:2001238	"positive regulation of extrinsic apoptotic signaling pathway"	2001238	NaN	1.7481880270062005	0.26552090373660325	0.9227041290436138	0.6855821	1902255
GO:2001241	"positive regulation of extrinsic apoptotic signaling pathway in absence of ligand"	2001241	NaN	1.1139433523068367	0.05793183354253162	0.9321764800139921	0.72998884	1902255
GO:1902414	"protein localization to cell junction"	NaN	2.03342375548695	0.5165588490875737	0.9037990273399803	0.36562755	null
GO:1902473	"regulation of protein localization to synapse"	NaN	1.4471580313422192	0.13034662547069614	0.9115195624784905	0.37829761	null
GO:1902683	"regulation of receptor localization to synapse"	NaN	1.4913616938342726	0.14482958385632905	0.9203340397056925	0.03586158	null
GO:1902903	"regulation of supramolecular fiber organization"	NaN	2.584331224367531	1.848991020565801	0.9146619552765992	0.40939308	null
GO:0031344	"regulation of cell projection organization"	31344	NaN	2.8965262174895554	3.799362749831032	0.9072269539763477	0.50755531	1902903
GO:0033043	"regulation of organelle organization"	33043	NaN	3.0726174765452368	5.701457951144154	0.9024229476130216	0.60072057	1902903
GO:0051129	"negative regulation of cellular component organization"	51129	NaN	2.864511081058392	3.529014193299218	0.8928461536457737	0.55715443	1902903
GO:0051130	"positive regulation of cellular component organization"	51130	NaN	3.090610707828407	5.942840590904702	0.8780696950435263	0.64797119	1902903
GO:1902991	"regulation of amyloid precursor protein catabolic process"	NaN	1.591064607026499	0.1834508062180168	0.9413171579617338	0.1772139	null
GO:1903320	"regulation of protein modification by small protein conjugation or removal"	NaN	2.357934847000454	1.0958771845128898	0.9262592079438956	0.4029301	null
